user_id,merchant_name,amount,timestamp,category
user_0163,Luxury Bus,305.21,2025-07-21T07:34:22.480965,transport
user_0187,Cable Connection,2018.07,2025-08-04T22:34:22.481006,utilities
user_0044,Videocon D2h,1886.84,2025-07-24T22:34:22.481045,utilities
user_0165,Language School,213.68,2025-08-03T20:34:22.481083,education
user_0135,Apple Tv+,234.72,2025-07-04T12:34:22.481121,entertainment
user_0107,Narayana Health,553.87,2025-09-01T12:34:22.481160,healthcare
user_0054,Xpressbees,115.96,2025-07-08T11:34:22.481197,transport
user_0018,Prasads Multiplex,159.89,2025-09-07T08:34:22.481235,entertainment
user_0008,Bmc Mumbai,499.96,2025-09-07T11:34:22.481272,other
user_0045,Urban Ladder,492.73,2025-08-09T09:34:22.481310,shopping
user_0080,Inox,4367.16,2025-08-16T22:34:22.481347,entertainment
user_0025,Indraprastha Gas,1803.97,2025-08-14T00:34:22.481384,utilities
user_0024,Bungee Jumping,210.79,2025-08-29T01:34:22.481421,entertainment
user_0086,Next Day Delivery,168.0,2025-06-27T09:34:22.481458,transport
user_0144,Paint Ball,957.27,2025-07-11T11:34:22.481495,entertainment
user_0122,HDFC Credit Card,100.53,2025-07-19T19:34:22.481531,investment
user_0087,Simplilearn,357.07,2025-06-27T01:34:22.481686,education
user_0174,Shell,10.0,2025-07-18T00:34:22.481733,transport
user_0059,Tea Time Cafe,229.78,2025-07-18T18:34:22.481776,food
user_0036,Café Mondegar,274.63,2025-07-22T02:34:22.481817,food
user_0140,Wedding Car Rental,35.88,2025-09-07T05:34:22.481856,transport
user_0039,Club Membership,331.67,2025-08-12T13:34:22.481897,other
user_0028,Home Catering,145.23,2025-08-06T07:34:22.481935,food
user_0028,Beauty Store,1013.86,2025-08-20T10:34:22.481972,shopping
user_0003,Total Oil,39.56,2025-07-16T16:34:22.482011,transport
user_0088,Maharashtra State Tax,134.67,2025-08-10T23:34:22.482048,other
user_0133,Bengaluru Indian Oil Pump,221.47,2025-07-21T14:34:22.482086,transport
user_0093,Png Connection,2888.75,2025-06-25T17:34:22.482127,utilities
user_0071,Golf Course,124.76,2025-08-08T00:34:22.482164,shopping
user_0005,Giani,286.01,2025-07-04T08:34:22.482204,food
user_0105,Tea Point,207.56,2025-07-10T19:34:22.482241,food
user_0107,Electrical Store,920.3,2025-06-21T22:34:22.482281,shopping
user_0160,Manipal Cigna,66.86,2025-08-16T09:34:22.482323,investment
user_0027,Kotak Securities,582.93,2025-07-13T08:34:22.482361,investment
user_0053,Thalassery Biryani,357.74,2025-08-27T17:34:22.482400,shopping
user_0089,Kotak Securities,366.31,2025-09-16T00:34:22.482438,investment
user_0152,Fresh Choice,353.72,2025-06-27T18:34:22.482476,shopping
user_0034,Pet Shop,1013.99,2025-09-19T12:34:22.482514,shopping
user_0153,Best Mumbai,101.2,2025-09-12T05:34:22.482552,transport
user_0185,Metropolis,118.3,2025-07-15T04:34:22.482589,healthcare
user_0177,Chargezone,627.9,2025-08-23T02:34:22.482626,shopping
user_0161,Airtel Xstream Fiber,1426.37,2025-07-25T17:34:22.482663,utilities
user_0041,Motilal Oswal,184.75,2025-08-05T16:34:22.482700,investment
user_0083,Pune Misal,654.47,2025-08-19T12:34:22.482737,food
user_0087,Flower Shop,661.51,2025-06-30T10:34:22.482774,shopping
user_0010,Apple India,167.06,2025-08-09T02:34:22.482810,shopping
user_0052,Ponnusamy Hotel,295.92,2025-09-06T07:34:22.482847,food
user_0071,Tanishq,329.57,2025-08-06T20:34:22.482884,shopping
user_0063,Lucknow BPCL Fuel Station,139.54,2025-08-14T23:34:22.482921,transport
user_0066,Bmc Mumbai,1331.62,2025-07-22T15:34:22.482958,other
user_0153,Shell,190.17,2025-07-04T09:34:22.482995,transport
user_0083,Instamart,269.56,2025-08-20T03:34:22.483035,shopping
user_0132,Paulo Travels,60.37,2025-08-02T18:34:22.483073,transport
user_0189,Fort Entry,18.84,2025-07-27T18:34:22.483111,transport
user_0174,Pet World,532.69,2025-07-24T23:34:22.483148,shopping
user_0140,Milkbasket,889.11,2025-08-09T10:34:22.483187,shopping
user_0180,Keventers,374.93,2025-09-03T03:34:22.483224,food
user_0157,River Transport,106.68,2025-07-30T19:34:22.483261,transport
user_0121,Comic Book Store,216.51,2025-08-24T04:34:22.483299,shopping
user_0115,Edx,811.75,2025-07-18T18:34:22.483337,education
user_0079,Bike Service Center,12.49,2025-07-22T00:34:22.483376,transport
user_0046,Mysuru Nayara Petrol Pump,102.53,2025-08-12T23:34:22.483414,transport
user_0042,Airport Parking,58.86,2025-09-19T09:34:22.483452,transport
user_0184,Freshly,270.33,2025-09-08T18:34:22.483490,food
user_0173,Gomechanic,96.18,2025-07-22T02:34:22.483535,transport
user_0139,1mg,228.52,2025-09-16T02:34:22.483576,healthcare
user_0050,Burger Singh,1298.61,2025-07-23T01:34:22.483617,food
user_0027,Chai Wala,961.14,2025-07-28T03:34:22.483654,food
user_0069,The Biryani Life,240.4,2025-08-15T02:34:22.483692,food
user_0001,Road Tax,366.53,2025-08-19T21:34:22.483729,shopping
user_0165,Needs Supermarket,43.14,2025-08-14T16:34:22.483766,shopping
user_0116,Mysore Pak Shop,176.47,2025-09-11T05:34:22.483806,food
user_0150,Unacademy,1628.35,2025-07-31T04:34:22.483843,education
user_0078,Jvvnl Rajasthan,1433.74,2025-07-21T04:34:22.483882,utilities
user_0001,Facial Center,2027.63,2025-08-19T03:34:22.483919,other
user_0162,Ags Cinemas,611.41,2025-09-19T23:34:22.483956,entertainment
user_0109,Rapido,10.0,2025-07-17T21:34:22.483995,transport
user_0188,Hopscotch,632.63,2025-07-30T01:34:22.484033,shopping
user_0190,Membership Fees,710.37,2025-08-08T11:34:22.484070,entertainment
user_0101,Supermarket,954.29,2025-08-12T01:34:22.484108,shopping
user_0011,Lounge,3738.01,2025-07-03T16:34:22.484145,shopping
user_0083,Mysuru HPCL Fuel Station,31.99,2025-07-25T12:34:22.484182,transport
user_0091,Antivirus,205.98,2025-08-07T03:34:22.484219,entertainment
user_0157,Theatre Booking,255.56,2025-08-05T22:34:22.484255,shopping
user_0181,Unacademy,286.58,2025-07-02T16:34:22.484292,education
user_0175,Tata Teleservices,1958.67,2025-06-23T05:34:22.484330,utilities
user_0110,Cultural Concepts,545.89,2025-07-10T18:34:22.484367,shopping
user_0023,Miscellaneous Fees,551.3,2025-08-17T16:34:22.484403,education
user_0148,Oriental Insurance,140.62,2025-08-02T23:34:22.484440,investment
user_0075,Spectranet,1082.28,2025-07-07T10:34:22.484477,utilities
user_0000,Instant Loan,102.19,2025-08-08T16:34:22.484513,investment
user_0073,Bihar Gramin Bank,782.36,2025-06-22T10:34:22.484549,investment
user_0132,Khan Academy,243.11,2025-07-01T18:34:22.484586,education
user_0128,Housing Society,88.87,2025-07-22T19:34:22.484623,other
user_0034,American Express,190.16,2025-08-23T01:34:22.484660,investment
user_0039,Tempo Service,36.26,2025-08-16T15:34:22.484696,transport
user_0130,Coindcx,1523.95,2025-08-28T11:34:22.484733,shopping
user_0045,Cafe Zoe,1343.89,2025-07-25T01:34:22.484769,food
user_0108,Art Supplies Store,3360.89,2025-08-07T18:34:22.484805,shopping
user_0179,Dj Night,451.01,2025-06-25T16:34:22.484842,shopping
user_0104,Sports Shop,230.96,2025-06-28T13:34:22.484879,shopping
user_0140,Punjab National Bank,287.62,2025-07-16T09:34:22.484915,investment
user_0152,BSNL Broadband,1198.83,2025-07-12T16:34:22.484952,utilities
user_0151,Mysore Pak Shop,147.24,2025-07-02T03:34:22.484989,food
user_0108,Earlysalary,331.0,2025-06-23T00:34:22.485027,investment
user_0064,Duronto Express,216.54,2025-08-16T02:34:22.485063,transport
user_0097,Bnp Paribas,207.36,2025-08-15T12:34:22.485100,investment
user_0147,Nayara Energy,32.42,2025-06-24T09:34:22.485136,transport
user_0042,Chaat Corner,104.75,2025-07-11T23:34:22.485173,food
user_0154,Indian Coffee House,142.28,2025-08-28T13:34:22.485210,food
user_0186,Goonj,202.7,2025-08-24T09:34:22.485246,other
user_0056,Goonj,504.58,2025-08-08T20:34:22.485284,other
user_0001,Wi-fi Connection,2650.98,2025-09-07T14:34:22.485320,utilities
user_0078,Pune Misal,613.93,2025-08-31T00:34:22.485356,food
user_0137,Beauty Parlour,435.77,2025-08-25T08:34:22.485393,other
user_0009,Byju's,68.65,2025-07-08T23:34:22.485430,education
user_0158,Rajasthani Bhojanalay,523.15,2025-07-20T03:34:22.485467,shopping
user_0044,Kochi HPCL Fuel Station,214.78,2025-08-07T01:34:22.485504,transport
user_0118,Nature's Basket,1876.69,2025-08-01T01:34:22.485540,shopping
user_0100,Annapoorna Veg,2023.46,2025-07-09T20:34:22.485577,shopping
user_0176,Higginbothams,1247.94,2025-09-11T06:34:22.485614,shopping
user_0165,Chai Point,1130.24,2025-07-25T18:34:22.485650,food
user_0021,Lawrence & Mayo,956.37,2025-07-20T20:34:22.485687,shopping
user_0055,Water Supply Board,1763.39,2025-08-31T12:34:22.485728,utilities
user_0087,Steam India,234.75,2025-07-19T02:34:22.485765,entertainment
user_0158,Ikea,689.22,2025-08-17T17:34:22.485803,shopping
user_0189,Music Class,2398.05,2025-08-31T04:34:22.485840,education
user_0057,Parking Charges,444.19,2025-06-25T19:34:22.485877,transport
user_0103,Shoppers Stop,307.37,2025-08-21T14:34:22.485914,shopping
user_0076,Paytm Mall,249.43,2025-08-10T08:34:22.485951,shopping
user_0174,Hertz India,45.67,2025-08-10T01:34:22.485988,transport
user_0084,Moviemax,873.99,2025-09-04T09:34:22.486024,entertainment
user_0167,Bharti Axa,518.56,2025-08-18T13:34:22.486060,investment
user_0167,Pani Puri Wala,165.96,2025-08-30T03:34:22.486096,food
user_0037,Spicejet,164.01,2025-07-26T01:34:22.486133,transport
user_0110,ICICI Prudential,340.43,2025-07-13T08:34:22.486172,investment
user_0172,Paytm,105.11,2025-08-10T20:34:22.486210,investment
user_0081,Biba,2355.51,2025-07-10T00:34:22.486249,shopping
user_0067,Music Festival,701.34,2025-07-14T10:34:22.486286,shopping
user_0064,Shirdi Sai Baba Sansthan,997.92,2025-07-03T06:34:22.486330,other
user_0057,Bademiya,233.78,2025-09-01T23:34:22.486367,food
user_0074,Domino's Pizza,134.38,2025-07-03T23:34:22.486404,food
user_0169,Dropbox,996.21,2025-07-08T16:34:22.486441,entertainment
user_0199,Membership Fees,1025.2,2025-07-30T10:34:22.486478,entertainment
user_0151,Raj Travels,10.0,2025-08-13T23:34:22.486515,transport
user_0132,Wbtc Kolkata,296.89,2025-08-30T10:34:22.486553,transport
user_0024,Xpressbees,197.53,2025-07-25T23:34:22.486591,transport
user_0135,Joyalukkas,1681.63,2025-09-15T06:34:22.486628,shopping
user_0088,Cafe Mocha Mumbai,822.03,2025-08-25T00:34:22.486664,food
user_0002,Thane Nayara Petrol Pump,138.35,2025-08-31T14:34:22.486702,transport
user_0172,Typing Institute,415.06,2025-07-21T03:34:22.486739,education
user_0023,Madurai HPCL Fuel Station,19.9,2025-07-01T09:34:22.486777,transport
user_0053,Mobile Accessories,2556.09,2025-09-12T22:34:22.486815,shopping
user_0141,Lawrato,2411.92,2025-07-15T22:34:22.486852,shopping
user_0039,Durian,120.89,2025-07-20T20:34:22.486889,shopping
user_0061,H&m,607.88,2025-09-05T13:34:22.486926,shopping
user_0190,Nashik Indian Oil Pump,39.18,2025-08-02T01:34:22.486963,transport
user_0128,Kakatiya Mess,872.51,2025-07-09T22:34:22.487000,shopping
user_0171,Statiq,2055.08,2025-07-26T06:34:22.487039,shopping
user_0018,Quick Loan,1986.78,2025-07-02T03:34:22.487076,investment
user_0146,Msedcl,1163.15,2025-07-06T08:34:22.487113,utilities
user_0189,Sri Krishna Sagar,285.86,2025-09-18T12:34:22.487150,shopping
user_0020,Tikona,1383.3,2025-09-18T20:34:22.487188,utilities
user_0172,Paulo Travels,128.91,2025-07-04T22:34:22.487226,transport
user_0136,Drug Store,254.04,2025-08-19T19:34:22.487263,healthcare
user_0127,Bengaluru Metro Card,17.3,2025-08-04T17:34:22.487300,transport
user_0048,Street Parking,123.9,2025-06-25T00:34:22.487338,transport
user_0065,Eye Care Center,798.86,2025-09-13T04:34:22.487376,shopping
user_0109,Reliance Capital,349.31,2025-07-13T08:34:22.487414,investment
user_0053,Fabhotels,100.99,2025-08-01T01:34:22.487451,transport
user_0062,Security Charges,136.77,2025-07-15T21:34:22.487488,other
user_0042,Easyday Club,101.99,2025-08-15T10:34:22.487525,shopping
user_0165,Local Auto,65.94,2025-06-23T17:34:22.487562,transport
user_0095,Vocational Training,201.31,2025-08-29T13:34:22.487599,education
user_0061,Gati Express,10.25,2025-07-03T13:34:22.487635,transport
user_0164,Party Hall,978.7,2025-06-26T23:34:22.487672,shopping
user_0120,Hdb Financial,144.5,2025-07-11T08:34:22.487708,investment
user_0091,Senco Gold,628.31,2025-09-15T10:34:22.487746,shopping
user_0149,Excitel,1469.82,2025-09-14T07:34:22.487783,utilities
user_0136,Electricity Bill,568.24,2025-08-22T08:34:22.487821,utilities
user_0142,Starmark,619.69,2025-09-19T02:34:22.487858,shopping
user_0102,Kerala Meals,367.99,2025-07-11T07:34:22.487895,food
user_0112,Ksrtc,214.03,2025-09-03T01:34:22.487933,transport
user_0082,Giani's,442.2,2025-09-17T00:34:22.487969,food
user_0071,Garena Free Fire,57.74,2025-07-29T05:34:22.488006,entertainment
user_0012,Odisha Gramin Bank,1182.83,2025-08-26T12:34:22.488043,investment
user_0111,Sephora,1717.87,2025-08-20T12:34:22.488080,shopping
user_0091,Shriram General,695.62,2025-08-17T07:34:22.488125,investment
user_0001,Digital Gold,670.57,2025-06-23T02:34:22.488163,shopping
user_0013,Gas Bill,944.92,2025-07-05T17:34:22.488200,utilities
user_0044,Quick Ride,124.88,2025-08-15T23:34:22.488238,transport
user_0194,Concert Hall,489.15,2025-08-07T06:34:22.488278,shopping
user_0110,Kallada Travels,327.38,2025-08-04T06:34:22.488320,transport
user_0094,Delhi Chaat,76.62,2025-08-15T07:34:22.488357,food
user_0032,Patna HPCL Fuel Station,268.07,2025-09-13T21:34:22.488395,transport
user_0131,Gupta Sweets,419.05,2025-09-11T07:34:22.488433,food
user_0058,Angel One,320.05,2025-08-24T02:34:22.488469,investment
user_0087,Technomarket,1461.18,2025-08-13T07:34:22.488508,shopping
user_0138,Pind Balluchi,2134.28,2025-06-24T23:34:22.488549,shopping
user_0005,Bharat Petroleum,237.14,2025-08-27T05:34:22.488640,transport
user_0142,Tiruchirappalli BPCL Fuel Station,22.83,2025-08-15T21:34:22.488823,transport
user_0054,Kochi BPCL Fuel Station,286.84,2025-08-22T22:34:22.488966,transport
user_0180,ICICI Bank,606.97,2025-08-08T18:34:22.489053,investment
user_0196,Pokerstars India,650.73,2025-09-11T00:34:22.489113,entertainment
user_0017,Hoichoi,69.64,2025-08-09T20:34:22.489164,entertainment
user_0093,Bangalore Cafe,308.64,2025-06-26T11:34:22.489212,food
user_0043,Rajendran Kirana,876.81,2025-08-02T22:34:22.489257,shopping
user_0058,Taxspanner,807.82,2025-07-11T20:34:22.489303,shopping
user_0067,Ghantewala Sweets,387.27,2025-07-27T08:34:22.489347,shopping
user_0076,Paytm Money,165.72,2025-07-23T16:34:22.489389,investment
user_0017,Tata Cliq,557.3,2025-08-13T00:34:22.489429,shopping
user_0166,High Street Phoenix,2672.78,2025-07-31T19:34:22.489473,shopping
user_0098,Thrillophilia,415.97,2025-06-26T01:34:22.489514,transport
user_0172,Sewage Charges,966.32,2025-08-05T23:34:22.489557,shopping
user_0148,Motilal Oswal,136.17,2025-08-17T00:34:22.489598,investment
user_0034,Ventura Securities,1024.53,2025-09-11T06:34:22.489637,investment
user_0084,Thrillophilia,105.81,2025-06-30T01:34:22.489676,transport
user_0181,Moviemax,1566.67,2025-06-29T13:34:22.489714,entertainment
user_0184,Explara,389.98,2025-06-27T11:34:22.489752,entertainment
user_0083,Oakley Store,428.8,2025-08-26T15:34:22.489790,shopping
user_0026,Ola Money,49.6,2025-08-30T02:34:22.489828,investment
user_0027,Snap Fitness,685.22,2025-08-05T00:34:22.489866,shopping
user_0034,Apple Tv Plus,212.34,2025-07-20T20:34:22.489903,entertainment
user_0010,Needs Supermarket,5020.44,2025-07-01T18:34:22.489950,shopping
user_0002,Udupi Restaurant,154.19,2025-09-02T14:34:22.489988,food
user_0003,Chettinad Restaurant,78.36,2025-07-03T19:34:22.490026,food
user_0159,Youtube Music,231.73,2025-07-19T08:34:22.490063,entertainment
user_0001,Lpg Station,266.4,2025-09-03T15:34:22.490102,transport
user_0086,Canara HSBC Obc Life,779.53,2025-09-17T12:34:22.490140,investment
user_0088,Zoo Ticket,182.62,2025-07-28T01:34:22.490180,transport
user_0063,Cleartrip,299.25,2025-08-31T06:34:22.490220,transport
user_0043,Planetarium,126.44,2025-09-16T05:34:22.490257,transport
user_0129,Gaming Parlour,257.99,2025-07-24T14:34:22.490295,other
user_0174,Corner House,103.86,2025-08-30T16:34:22.490334,food
user_0138,Kochi Fish Curry,297.49,2025-08-14T08:34:22.490373,food
user_0193,Uidai Aadhaar,1954.22,2025-08-17T22:34:22.490410,other
user_0040,Easyday Club,2346.98,2025-06-30T03:34:22.490447,shopping
user_0172,Ecom Express,15.46,2025-07-07T08:34:22.490485,transport
user_0109,Ccavenue Payment,466.83,2025-09-18T08:34:22.490522,shopping
user_0047,SBI Fastag,73.06,2025-08-08T22:34:22.490561,transport
user_0096,Domino's,388.51,2025-09-04T07:34:22.490598,food
user_0174,Tata Motors Finance,281.93,2025-08-03T10:34:22.490638,investment
user_0180,Lounge,642.47,2025-07-14T14:34:22.490677,shopping
user_0184,Al Jawahar Delhi,418.4,2025-08-17T13:34:22.490715,food
user_0130,Manipal Cigna,341.44,2025-07-10T17:34:22.490753,investment
user_0040,Torrent Power,2163.3,2025-09-10T05:34:22.490791,utilities
user_0070,Bhopal BPCL Fuel Station,50.74,2025-09-18T15:34:22.490829,transport
user_0152,Karim's,661.31,2025-08-07T11:34:22.490866,shopping
user_0128,Cooperative Bank,884.72,2025-07-02T11:34:22.490904,investment
user_0069,HDFC Ergo,653.59,2025-08-24T20:34:22.490941,investment
user_0044,Murugan Idli Shop,177.38,2025-08-04T12:34:22.490978,food
user_0076,Green Trends,1643.31,2025-08-01T07:34:22.491016,shopping
user_0012,Bandhan Bank,278.1,2025-08-29T19:34:22.491054,investment
user_0116,Vadodara Sweets,114.71,2025-07-30T02:34:22.491092,food
user_0085,Cultural Concepts,1891.35,2025-08-20T22:34:22.491129,shopping
user_0149,Reliance Capital,651.59,2025-09-11T18:34:22.491166,investment
user_0025,Karol Bagh Market,1449.07,2025-07-16T22:34:22.491203,shopping
user_0156,Edelweiss,598.61,2025-07-27T18:34:22.491241,investment
user_0140,Pc Jeweller,125.54,2025-06-30T17:34:22.491279,shopping
user_0154,Krispy Kreme,105.31,2025-08-31T19:34:22.491316,food
user_0106,LIC,266.03,2025-07-21T09:34:22.491354,investment
user_0102,Water Department,1380.63,2025-08-06T04:34:22.491392,utilities
user_0108,Faasos,98.06,2025-09-19T16:34:22.491430,food
user_0148,Wynk Music,4607.11,2025-09-14T18:34:22.491467,entertainment
user_0010,Bajaj Allianz General,419.48,2025-09-19T07:34:22.491505,investment
user_0107,Nestaway,868.75,2025-08-03T07:34:22.491542,transport
user_0162,Insurance Agent,1387.92,2025-07-28T15:34:22.491579,investment
user_0193,Capital First,459.48,2025-06-25T01:34:22.491617,investment
user_0090,Ibp Petrol Pump,159.51,2025-07-20T19:34:22.491654,transport
user_0166,Freight Service,707.53,2025-07-26T11:34:22.491691,transport
user_0197,Coimbatore HPCL Fuel Station,427.94,2025-08-06T01:34:22.491729,transport
user_0075,Science Center,498.08,2025-07-28T04:34:22.491766,transport
user_0153,Bmtc Bangalore,101.68,2025-07-13T02:34:22.491803,transport
user_0181,Kerala Meals,441.61,2025-08-23T04:34:22.491840,food
user_0024,Wine Shop,971.32,2025-07-01T19:34:22.491877,shopping
user_0116,Bmc Mumbai,655.17,2025-07-25T01:34:22.491915,other
user_0072,Gail Gas,1541.09,2025-07-08T06:34:22.491952,utilities
user_0078,Instamojo Payment,806.39,2025-09-02T16:34:22.491989,shopping
user_0175,Apspdcl,1843.12,2025-07-22T02:34:22.492026,utilities
user_0019,Health Checkup,649.68,2025-07-31T06:34:22.492064,shopping
user_0061,Snooker Club,901.49,2025-09-11T13:34:22.492101,shopping
user_0121,Bengaluru BPCL Fuel Station,26.85,2025-07-16T06:34:22.492138,transport
user_0078,Baskin Robbins,61.39,2025-07-07T23:34:22.492175,food
user_0024,Municipal Tax,842.38,2025-09-06T10:34:22.492211,utilities
user_0178,Allen Solly,217.91,2025-08-18T05:34:22.492248,shopping
user_0181,Bangalore Water,1758.85,2025-07-15T18:34:22.492285,utilities
user_0189,Nykaa,371.88,2025-06-26T17:34:22.492323,shopping
user_0156,Green Fresh,111.28,2025-07-03T15:34:22.492360,shopping
user_0043,Toppr,784.05,2025-08-08T12:34:22.492397,education
user_0101,Vijayawada Nayara Petrol Pump,34.37,2025-08-28T03:34:22.492434,transport
user_0013,Disney Hotstar,138.49,2025-09-15T15:34:22.492471,entertainment
user_0106,Southern Spice,489.24,2025-08-11T04:34:22.492508,food
user_0014,Thirumala Stores,366.51,2025-07-13T05:34:22.492545,shopping
user_0106,Dental Bill,153.41,2025-07-15T04:34:22.492583,shopping
user_0149,Spinny Services,10.91,2025-08-16T00:34:22.492619,transport
user_0187,Chai Wala,164.45,2025-07-01T04:34:22.492655,food
user_0081,Hopscotch,457.84,2025-09-18T16:34:22.492692,shopping
user_0169,Vijay Sales,1081.19,2025-09-16T17:34:22.492730,shopping
user_0187,Forum Mall,3027.67,2025-08-21T05:34:22.492766,shopping
user_0158,Giveindia,728.43,2025-08-23T06:34:22.492803,other
user_0012,Beauty Parlour,1201.14,2025-08-23T18:34:22.492840,other
user_0016,Carnival Cinemas,729.31,2025-08-31T03:34:22.492877,entertainment
user_0083,Nashik Nayara Petrol Pump,366.31,2025-08-22T17:34:22.492914,transport
user_0096,Freshmenu,1484.26,2025-09-19T23:34:22.492951,food
user_0144,Bhojohori Manna,384.79,2025-09-04T12:34:22.492989,food
user_0102,Beauty Parlour,140.25,2025-07-11T04:34:22.493025,other
user_0195,Hyderabadi Biryani,198.69,2025-09-11T07:34:22.493063,food
user_0182,Mamaearth Store,232.57,2025-07-20T06:34:22.493100,shopping
user_0172,State Bank Of India,475.45,2025-07-31T01:34:22.493137,investment
user_0168,Bank Of Baroda,1224.56,2025-09-07T06:34:22.493173,investment
user_0024,Big Bazaar,422.12,2025-07-16T03:34:22.493208,shopping
user_0190,IDFC Finance,199.14,2025-08-31T17:34:22.493245,investment
user_0178,Aster,250.56,2025-07-21T17:34:22.493282,healthcare
user_0090,Sun Direct,2490.26,2025-06-27T16:34:22.493320,utilities
user_0074,Chemist Shop,1536.4,2025-06-29T18:34:22.493363,healthcare
user_0086,Prithvi Cafe,262.29,2025-06-24T01:34:22.493401,food
user_0054,Sightseeing,33.58,2025-07-18T14:34:22.493438,transport
user_0083,Janata Sahakari Bank,515.41,2025-09-08T00:34:22.493475,investment
user_0115,Aircel,1165.74,2025-06-23T18:34:22.493512,utilities
user_0020,Coindcx,149.32,2025-08-07T15:34:22.493549,shopping
user_0056,Planet Sports,3590.53,2025-06-22T21:34:22.493586,shopping
user_0106,Optical Express,333.12,2025-08-27T11:34:22.493622,shopping
user_0060,Reliance Jio,1359.6,2025-09-02T09:34:22.493659,utilities
user_0193,Bses Delhi,1083.15,2025-09-06T18:34:22.493696,utilities
user_0153,Delhivery,83.54,2025-08-26T15:34:22.493732,transport
user_0065,Gail Gas,2418.35,2025-08-07T03:34:22.493768,utilities
